order_id,order_date,customer_id,product_id,store_id,quantity,unit_price
O108649,28-04-2023,C0431,P007,S001,2,30
O108650,20-03-2023,C0020,P002,S001,2,800
O108651,21-10-2023,C0499,P006,S005,2,120
O108652,06-11-2023,C0481,P002,S001,3,800
O108653,28-09-2023,C0175,P006,S002,3,120
O108654,18-08-2023,C0112,P008,S002,4,60
O108655,19-04-2023,C0112,P002,S002,5,800
O108656,20-01-2023,C0081,P002,S005,4,800
O108657,12-02-2023,C0040,P007,S005,1,30
O108658,30-12-2023,C0402,P001,S004,4,1200
O108659,20-03-2023,C0254,P003,S005,2,250
O108660,22-02-2023,C0348,P007,S005,1,30
O108661,06-03-2023,C0005,P004,S005,3,400
O108662,11-03-2023,C0375,P005,S002,1,150
O108663,22-05-2023,C0009,P008,S002,3,60
O108664,06-09-2023,C0428,P001,S003,2,1200
O108665,16-09-2023,C0443,P007,S002,1,30
O108666,06-12-2023,C0455,P004,S001,5,400
O108667,20-06-2023,C0333,P008,S001,1,60
O108668,29-08-2023,C0388,P008,S004,3,60
O108669,04-08-2023,C0085,P002,S004,4,800
O108670,06-01-2023,C0295,P007,S004,4,30
O108671,17-10-2023,C0195,P008,S002,4,60
O108672,16-12-2023,C0337,P004,S003,4,400
O108673,11-07-2023,C0064,P002,S001,1,800
O108674,13-08-2023,C0208,P006,S005,4,120
O108675,13-12-2023,C0222,P004,S003,3,400
O108676,26-05-2023,C0135,P004,S001,1,400
O108677,30-12-2023,C0336,P001,S001,6,1200
O108678,07-01-2023,C0319,P002,S002,3,800
O108679,06-11-2023,C0403,P002,S002,6,800
O108680,02-06-2023,C0404,P007,S003,4,30
O108681,16-05-2023,C0297,P004,S003,3,400
O108682,27-05-2023,C0013,P001,S001,4,1200
O108683,09-03-2023,C0444,P006,S004,2,120
O108684,31-03-2023,C0316,P007,S005,1,30
O108685,28-09-2023,C0203,P002,S003,5,800
O108686,10-04-2023,C0099,P007,S002,5,30
O108687,19-11-2023,C0233,P008,S004,5,60
O108688,12-01-2023,C0053,P006,S004,1,120
O108689,08-05-2023,C0388,P008,S001,1,60
O108690,27-05-2023,C0057,P001,S002,3,1200
O108691,28-12-2023,C0467,P004,S005,6,400
O108692,18-09-2023,C0464,P001,S001,2,1200
O108693,10-07-2023,C0215,P001,S004,1,1200
O108694,17-04-2023,C0405,P002,S001,3,800
O108695,01-09-2023,C0215,P006,S002,5,120
O108696,28-06-2023,C0417,P004,S002,3,400
O108697,17-07-2023,C0194,P008,S004,3,60
O108698,02-12-2023,C0248,P005,S005,8,150
O108699,09-07-2023,C0199,P008,S005,1,60
O108700,28-02-2023,C0271,P001,S004,1,1200
O108701,15-04-2023,C0377,P001,S005,1,1200
O108702,14-09-2023,C0217,P005,S003,2,150
O108703,08-08-2023,C0320,P006,S002,4,120
O108704,03-10-2023,C0152,P004,S005,1,400
O108705,21-11-2023,C0429,P005,S001,4,150
O108706,27-04-2023,C0043,P006,S001,1,120
O108707,10-04-2023,C0127,P005,S003,5,150
O108708,13-09-2023,C0069,P003,S005,4,250
O108709,02-09-2023,C0052,P003,S005,2,250
O108710,17-06-2023,C0175,P003,S004,3,250
O108711,22-06-2023,C0210,P005,S003,2,150
O108712,23-07-2023,C0066,P004,S002,3,400
O108713,25-09-2023,C0128,P005,S002,3,150
O108714,14-12-2023,C0247,P006,S005,2,120
O108715,10-02-2023,C0026,P003,S002,1,250
O108716,18-04-2023,C0090,P002,S001,4,800
O108717,25-07-2023,C0453,P008,S005,5,60
O108718,07-05-2023,C0116,P006,S002,3,120
O108719,15-05-2023,C0329,P002,S003,1,800
O108720,30-07-2023,C0033,P002,S001,4,800
O108721,03-08-2023,C0178,P007,S003,4,30
O108722,22-11-2023,C0470,P007,S003,3,30
O108723,20-03-2023,C0159,P002,S004,4,800
O108724,28-10-2023,C0223,P006,S005,2,120
O108725,17-10-2023,C0105,P002,S001,5,800
O108726,19-11-2023,C0224,P007,S003,5,30
O108727,10-04-2023,C0285,P007,S001,2,30
O108728,25-06-2023,C0314,P007,S002,1,30
O108729,13-04-2023,C0280,P008,S005,4,60
O108730,13-10-2023,C0202,P002,S002,4,800
O108731,02-06-2023,C0037,P001,S003,2,1200
O108732,09-09-2023,C0441,P003,S003,3,250
O108733,05-10-2023,C0225,P005,S003,2,150
O108734,29-05-2023,C0122,P005,S003,4,150
O108735,27-02-2023,C0078,P008,S005,1,60
O108736,19-11-2023,C0295,P007,S004,4,30
O108737,10-01-2023,C0249,P001,S001,5,1200
O108738,21-09-2023,C0328,P008,S005,1,60
O108739,24-01-2023,C0139,P001,S004,3,1200
O108740,28-07-2023,C0257,P006,S004,4,120
O108741,12-01-2023,C0309,P001,S003,5,1200
O108742,15-01-2023,C0341,P001,S001,1,1200
O108743,14-04-2023,C0430,P006,S003,5,120
O108744,19-09-2023,C0151,P006,S001,4,120
O108745,25-05-2023,C0290,P006,S003,1,120
O108746,19-09-2023,C0255,P002,S003,3,800
O108747,12-10-2023,C0038,P001,S005,1,1200
O108748,13-04-2023,C0237,P006,S004,2,120
O108749,08-07-2023,C0051,P005,S002,1,150
O108750,12-09-2023,C0204,P001,S005,5,1200
O108751,19-09-2023,C0461,P005,S005,4,150
O108752,06-04-2023,C0150,P005,S002,4,150
O108753,23-12-2023,C0078,P008,S004,8,60
O108754,21-01-2023,C0100,P004,S002,4,400
O108755,28-03-2023,C0194,P007,S001,2,30
O108756,13-04-2023,C0198,P004,S004,1,400
O108757,13-03-2023,C0112,P008,S003,5,60
O108758,24-07-2023,C0226,P006,S005,4,120
O108759,28-08-2023,C0052,P007,S005,4,30
O108760,09-04-2023,C0315,P004,S001,1,400
O108761,03-09-2023,C0338,P007,S003,2,30
O108762,06-07-2023,C0485,P001,S001,5,1200
O108763,23-03-2023,C0122,P004,S004,4,400
O108764,03-03-2023,C0337,P007,S005,1,30
O108765,06-06-2023,C0406,P008,S001,5,60
O108766,07-05-2023,C0141,P008,S001,2,60
O108767,21-10-2023,C0089,P007,S001,2,30
O108768,05-12-2023,C0190,P008,S002,5,60
O108769,04-02-2023,C0279,P008,S003,1,60
O108770,09-10-2023,C0062,P005,S002,4,150
O108771,03-04-2023,C0414,P008,S005,5,60
O108772,06-02-2023,C0146,P008,S003,1,60
O108773,28-07-2023,C0068,P002,S003,4,800
O108774,18-05-2023,C0414,P002,S003,5,800
O108775,15-07-2023,C0159,P003,S001,2,250
O108776,31-12-2023,C0053,P004,S001,5,400
O108777,20-02-2023,C0189,P002,S004,1,800
O108778,15-03-2023,C0351,P006,S004,5,120
O108779,06-02-2023,C0161,P008,S002,2,60
O108780,09-10-2023,C0219,P003,S001,1,250
O108781,01-03-2023,C0360,P002,S002,4,800
O108782,24-01-2023,C0017,P002,S003,2,800
O108783,18-02-2023,C0105,P001,S001,4,1200
O108784,07-09-2023,C0062,P003,S002,1,250
O108785,19-03-2023,C0119,P005,S003,4,150
O108786,15-12-2023,C0278,P002,S001,6,800
O108787,16-08-2023,C0411,P007,S003,2,30
O108788,18-02-2023,C0371,P001,S003,4,1200
O108789,14-11-2023,C0187,P008,S002,4,60
O108790,21-03-2023,C0407,P007,S005,4,30
O108791,13-03-2023,C0227,P003,S003,2,250
O108792,16-12-2023,C0338,P005,S005,5,150
O108793,30-04-2023,C0197,P008,S005,3,60
O108794,08-10-2023,C0168,P007,S003,1,30
O108795,29-05-2023,C0125,P002,S005,3,800
O108796,21-08-2023,C0007,P002,S004,2,800
O108797,23-09-2023,C0095,P005,S001,3,150
O108798,11-02-2023,C0243,P002,S001,4,800
O108799,17-09-2023,C0368,P001,S004,5,1200
O108800,30-01-2023,C0136,P004,S001,4,400
O108801,13-05-2023,C0303,P003,S002,2,250
O108802,20-05-2023,C0287,P007,S005,5,30
O108803,25-05-2023,C0104,P003,S001,3,250
O108804,22-09-2023,C0310,P003,S001,1,250
O108805,12-08-2023,C0359,P006,S001,3,120
O108806,14-10-2023,C0481,P001,S003,1,1200
O108807,24-12-2023,C0167,P001,S004,4,1200
O108808,02-05-2023,C0466,P006,S002,5,120
O108809,10-03-2023,C0444,P004,S005,1,400
O108810,22-06-2023,C0349,P002,S002,3,800
O108811,08-06-2023,C0494,P001,S003,5,1200
O108812,23-11-2023,C0113,P002,S001,8,800
O108813,12-11-2023,C0282,P004,S005,5,400
O108814,09-07-2023,C0463,P008,S001,4,60
O108815,31-08-2023,C0233,P005,S003,2,150
O108816,22-01-2023,C0067,P006,S005,4,120
O108817,09-10-2023,C0331,P006,S003,1,120
O108818,28-05-2023,C0052,P001,S001,5,1200
O108819,21-08-2023,C0286,P005,S005,1,150
O108820,28-08-2023,C0102,P005,S002,3,150
O108821,22-09-2023,C0434,P001,S003,2,1200
O108822,13-05-2023,C0390,P002,S004,4,800
O108823,21-12-2023,C0377,P004,S002,4,400
O108824,07-08-2023,C0126,P006,S004,1,120
O108825,29-11-2023,C0194,P001,S001,4,1200
O108826,28-04-2023,C0183,P004,S002,2,400
O108827,29-05-2023,C0488,P002,S005,4,800
O108828,02-04-2023,C0179,P003,S005,4,250
O108829,17-08-2023,C0176,P005,S003,2,150
O108830,08-06-2023,C0481,P003,S004,2,250
O108831,15-09-2023,C0285,P007,S004,2,30
O108832,04-08-2023,C0304,P003,S005,1,250
O108833,23-02-2023,C0200,P001,S005,4,1200
O108834,01-09-2023,C0266,P004,S005,2,400
O108835,24-07-2023,C0108,P004,S003,4,400
O108836,10-05-2023,C0268,P007,S003,1,30
O108837,31-10-2023,C0125,P003,S005,3,250
O108838,06-11-2023,C0382,P003,S003,5,250
O108839,15-05-2023,C0370,P008,S004,2,60
O108840,30-07-2023,C0396,P004,S002,4,400
O108841,24-11-2023,C0211,P008,S005,5,60
O108842,18-01-2023,C0396,P001,S001,2,1200
O108843,24-01-2023,C0190,P003,S002,4,250
O108844,17-02-2023,C0169,P002,S002,1,800
O108845,24-06-2023,C0281,P003,S004,1,250
O108846,02-11-2023,C0427,P006,S001,5,120
O108847,27-04-2023,C0330,P004,S001,3,400
O108848,30-09-2023,C0187,P008,S001,5,60
O108849,15-10-2023,C0452,P008,S001,4,60
O108850,22-07-2023,C0128,P006,S002,1,120
O108851,11-05-2023,C0195,P006,S003,4,120
O108852,10-10-2023,C0152,P006,S003,4,120
O108853,05-04-2023,C0217,P006,S004,3,120
O108854,16-10-2023,C0496,P001,S002,4,1200
O108855,30-04-2023,C0458,P005,S002,4,150
O108856,25-09-2023,C0092,P004,S003,1,400
O108857,24-04-2023,C0447,P001,S002,5,1200
O108858,02-11-2023,C0241,P004,S002,3,400
O108859,22-01-2023,C0110,P005,S002,2,150
O108860,17-08-2023,C0231,P006,S001,1,120
O108861,18-04-2023,C0366,P008,S005,1,60
O108862,01-11-2023,C0376,P006,S005,3,120
O108863,01-10-2023,C0112,P004,S004,1,400
O108864,26-01-2023,C0247,P008,S004,2,60
O108865,13-12-2023,C0183,P007,S001,3,30
O108866,20-08-2023,C0395,P007,S003,5,30
O108867,19-07-2023,C0047,P007,S002,5,30
O108868,21-07-2023,C0368,P005,S004,5,150
O108869,23-09-2023,C0347,P001,S004,1,1200
O108870,21-09-2023,C0028,P008,S003,4,60
O108871,07-09-2023,C0409,P005,S002,3,150
O108872,13-04-2023,C0399,P006,S004,1,120
O108873,24-12-2023,C0093,P008,S003,4,60
O108874,22-09-2023,C0397,P007,S005,4,30
O108875,11-10-2023,C0190,P007,S003,4,30
O108876,30-08-2023,C0386,P006,S002,1,120
O108877,12-11-2023,C0340,P001,S001,7,1200
O108878,06-08-2023,C0191,P005,S001,5,150
O108879,17-09-2023,C0436,P001,S002,2,1200
O108880,07-11-2023,C0423,P001,S003,6,1200
O108881,20-02-2023,C0465,P003,S002,1,250
O108882,12-11-2023,C0081,P001,S002,5,1200
O108883,13-05-2023,C0255,P005,S004,4,150
O108884,23-01-2023,C0281,P003,S003,1,250
O108885,21-08-2023,C0256,P002,S001,2,800
O108886,10-02-2023,C0151,P007,S001,1,30
O108887,28-06-2023,C0252,P007,S005,5,30
O108888,23-04-2023,C0077,P003,S002,1,250
O108889,24-11-2023,C0229,P005,S002,4,150
O108890,12-03-2023,C0368,P004,S005,4,400
O108891,15-12-2023,C0233,P004,S002,1,400
O108892,22-05-2023,C0237,P001,S005,4,1200
O108893,11-02-2023,C0436,P008,S001,3,60
O108894,27-05-2023,C0087,P002,S003,3,800
O108895,15-09-2023,C0264,P004,S003,3,400
O108896,20-01-2023,C0279,P005,S001,2,150
O108897,11-12-2023,C0114,P006,S001,7,120
O108898,17-09-2023,C0467,P008,S001,1,60
O108899,22-03-2023,C0393,P007,S001,2,30
O108900,12-11-2023,C0446,P003,S003,4,250
O108901,11-01-2023,C0420,P007,S004,3,30
O108902,01-04-2023,C0478,P004,S005,1,400
O108903,21-09-2023,C0264,P002,S005,4,800
O108904,11-06-2023,C0223,P003,S004,1,250
O108905,14-08-2023,C0071,P005,S005,2,150
O108906,18-02-2023,C0298,P007,S002,2,30
O108907,15-03-2023,C0295,P007,S005,3,30
O108908,09-02-2023,C0449,P001,S004,1,1200
O108909,04-08-2023,C0211,P001,S004,1,1200
O108910,25-06-2023,C0394,P008,S003,5,60
O108911,02-02-2023,C0329,P006,S004,3,120
O108912,02-06-2023,C0392,P006,S004,4,120
O108913,04-12-2023,C0451,P008,S002,8,60
O108914,04-09-2023,C0451,P003,S002,1,250
O108915,11-05-2023,C0119,P008,S004,2,60
O108916,30-11-2023,C0116,P003,S005,7,250
O108917,26-05-2023,C0275,P001,S004,4,1200
O108918,01-09-2023,C0289,P001,S004,1,1200
O108919,08-08-2023,C0395,P004,S005,1,400
O108920,17-12-2023,C0163,P002,S003,7,800
O108921,11-05-2023,C0486,P006,S004,3,120
O108922,14-02-2023,C0483,P005,S001,1,150
O108923,24-01-2023,C0325,P008,S005,5,60
O108924,27-02-2023,C0304,P006,S003,1,120
O108925,14-08-2023,C0151,P002,S002,1,800
O108926,21-10-2023,C0260,P006,S001,1,120
O108927,06-09-2023,C0029,P007,S005,2,30
O108928,29-03-2023,C0027,P003,S003,4,250
O108929,12-02-2023,C0466,P002,S005,1,800
O108930,12-05-2023,C0243,P002,S002,4,800
O108931,14-03-2023,C0361,P007,S002,4,30
O108932,10-01-2023,C0318,P005,S004,4,150
O108933,01-02-2023,C0412,P002,S004,3,800
O108934,13-03-2023,C0425,P004,S004,4,400
O108935,16-02-2023,C0048,P005,S001,2,150
O108936,09-10-2023,C0332,P004,S002,4,400
O108937,10-04-2023,C0116,P001,S002,4,1200
O108938,03-06-2023,C0063,P003,S001,1,250
O108939,19-01-2023,C0219,P008,S002,5,60
O108940,20-11-2023,C0028,P002,S004,5,800
O108941,29-06-2023,C0128,P001,S002,4,1200
O108942,26-09-2023,C0154,P003,S004,4,250
O108943,05-09-2023,C0379,P006,S001,5,120
O108944,08-04-2023,C0390,P008,S002,4,60
O108945,27-08-2023,C0253,P003,S003,1,250
O108946,21-09-2023,C0318,P008,S002,5,60
O108947,24-03-2023,C0491,P005,S005,4,150
O108948,22-12-2023,C0438,P004,S004,2,400
O108949,13-08-2023,C0162,P007,S001,1,30
O108950,31-05-2023,C0443,P007,S005,4,30
O108951,28-01-2023,C0483,P005,S004,2,150
O108952,22-10-2023,C0101,P001,S002,1,1200
O108953,28-10-2023,C0307,P005,S005,2,150
O108954,13-06-2023,C0401,P002,S003,2,800
O108955,21-11-2023,C0266,P007,S003,3,30
O108956,16-01-2023,C0027,P008,S003,5,60
O108957,03-11-2023,C0135,P005,S004,7,150
O108958,24-06-2023,C0082,P007,S005,1,30
O108959,07-12-2023,C0064,P007,S004,6,30
O108960,20-01-2023,C0290,P007,S005,5,30
O108961,19-11-2023,C0337,P003,S001,5,250
O108962,28-09-2023,C0137,P004,S001,2,400
O108963,30-09-2023,C0498,P006,S001,2,120
O108964,20-02-2023,C0423,P005,S002,2,150
O108965,26-01-2023,C0212,P007,S004,2,30
O108966,04-10-2023,C0228,P002,S004,4,800
O108967,03-06-2023,C0072,P002,S005,4,800
O108968,15-03-2023,C0269,P008,S002,1,60
O108969,09-02-2023,C0380,P005,S001,1,150
O108970,22-11-2023,C0480,P003,S001,1,250
O108971,10-06-2023,C0215,P003,S003,4,250
O108972,10-11-2023,C0093,P001,S004,5,1200
O108973,04-02-2023,C0197,P007,S002,1,30
O108974,26-03-2023,C0406,P006,S001,2,120
O108975,14-09-2023,C0228,P003,S004,1,250
O108976,29-05-2023,C0183,P004,S004,2,400
O108977,07-01-2023,C0142,P005,S003,5,150
O108978,16-03-2023,C0452,P004,S003,4,400
O108979,11-08-2023,C0177,P004,S001,3,400
O108980,22-04-2023,C0022,P008,S004,4,60
O108981,07-04-2023,C0012,P007,S004,1,30
O108982,17-11-2023,C0326,P006,S005,5,120
O108983,21-02-2023,C0155,P008,S003,4,60
O108984,22-01-2023,C0237,P002,S002,2,800
O108985,02-05-2023,C0144,P007,S002,3,30
O108986,22-08-2023,C0474,P002,S001,1,800
O108987,14-07-2023,C0443,P007,S002,1,30
O108988,04-09-2023,C0402,P005,S003,2,150
O108989,11-03-2023,C0299,P006,S005,3,120
O108990,10-01-2023,C0461,P005,S002,1,150
O108991,02-12-2023,C0493,P004,S002,6,400
O108992,07-04-2023,C0204,P005,S005,1,150
O108993,27-02-2023,C0251,P002,S003,4,800
O108994,07-02-2023,C0226,P001,S003,4,1200
O108995,17-05-2023,C0243,P004,S005,3,400
O108996,11-09-2023,C0051,P003,S004,4,250
O108997,24-07-2023,C0051,P001,S001,3,1200
O108998,23-10-2023,C0056,P003,S005,1,250
O108999,12-07-2023,C0075,P008,S001,2,60
O109000,08-11-2023,C0253,P001,S004,3,1200
O109001,04-05-2023,C0453,P001,S003,3,1200
O109002,26-04-2023,C0374,P003,S001,2,250
O109003,06-05-2023,C0094,P002,S005,5,800
O109004,21-05-2023,C0095,P006,S005,2,120
O109005,10-10-2023,C0412,P002,S004,1,800
O109006,30-10-2023,C0030,P004,S005,4,400
O109007,21-02-2023,C0401,P002,S001,4,800
O109008,14-11-2023,C0238,P001,S002,8,1200
O109009,26-11-2023,C0454,P006,S005,5,120
O109010,04-03-2023,C0313,P008,S004,2,60
O109011,29-04-2023,C0460,P001,S001,5,1200
O109012,03-11-2023,C0448,P007,S003,5,30
O109013,04-11-2023,C0237,P003,S005,6,250
O109014,15-08-2023,C0124,P004,S002,4,400
O109015,15-01-2023,C0346,P003,S001,1,250
O109016,28-10-2023,C0070,P008,S003,2,60
O109017,06-07-2023,C0321,P003,S003,3,250
O109018,05-10-2023,C0043,P002,S003,4,800
O109019,15-07-2023,C0226,P004,S001,1,400
O109020,16-07-2023,C0393,P005,S004,2,150
O109021,19-06-2023,C0379,P005,S001,4,150
O109022,14-07-2023,C0061,P008,S005,5,60
O109023,27-08-2023,C0002,P001,S002,1,1200
O109024,16-11-2023,C0490,P004,S005,3,400
O109025,15-06-2023,C0329,P002,S004,4,800
O109026,20-06-2023,C0442,P001,S004,5,1200
O109027,06-03-2023,C0014,P006,S001,4,120
O109028,13-01-2023,C0082,P002,S001,4,800
O109029,19-09-2023,C0259,P001,S002,2,1200
O109030,18-01-2023,C0366,P003,S004,4,250
O109031,02-10-2023,C0164,P003,S001,2,250
O109032,25-10-2023,C0209,P005,S001,4,150
O109033,10-08-2023,C0305,P008,S005,2,60
O109034,16-11-2023,C0185,P003,S005,5,250
O109035,03-03-2023,C0079,P005,S004,1,150
O109036,31-01-2023,C0128,P004,S005,1,400
O109037,14-01-2023,C0271,P005,S005,2,150
O109038,18-03-2023,C0293,P002,S003,3,800
O109039,31-10-2023,C0039,P007,S002,2,30
O109040,11-11-2023,C0296,P008,S004,3,60
O109041,17-02-2023,C0072,P004,S004,2,400
O109042,07-02-2023,C0175,P001,S005,2,1200
O109043,19-06-2023,C0307,P006,S001,3,120
O109044,06-04-2023,C0243,P007,S002,1,30
O109045,11-11-2023,C0139,P005,S001,3,150
O109046,04-12-2023,C0247,P003,S004,6,250
O109047,27-05-2023,C0254,P003,S001,4,250
O109048,29-03-2023,C0349,P003,S001,1,250
O109049,15-03-2023,C0189,P002,S005,5,800
O109050,17-05-2023,C0247,P006,S002,3,120
O109051,27-05-2023,C0220,P003,S003,4,250
O109052,14-12-2023,C0321,P006,S004,2,120
O109053,08-08-2023,C0347,P005,S002,4,150
O109054,03-03-2023,C0450,P002,S003,3,800
O109055,30-07-2023,C0401,P006,S001,1,120
O109056,03-01-2023,C0412,P001,S004,4,1200
O109057,25-11-2023,C0352,P007,S002,8,30
O109058,24-07-2023,C0232,P002,S001,5,800
O109059,21-09-2023,C0137,P005,S001,5,150
O109060,23-09-2023,C0474,P003,S004,4,250
O109061,25-08-2023,C0112,P006,S004,4,120
O109062,12-09-2023,C0100,P001,S002,1,1200
O109063,04-09-2023,C0494,P005,S004,2,150
O109064,26-12-2023,C0018,P003,S003,5,250
O109065,23-01-2023,C0387,P005,S001,2,150
O109066,03-12-2023,C0456,P008,S001,3,60
O109067,22-07-2023,C0278,P007,S003,2,30
O109068,23-02-2023,C0353,P007,S003,1,30
O109069,24-10-2023,C0146,P001,S003,2,1200
O109070,16-05-2023,C0044,P004,S004,4,400
O109071,05-12-2023,C0323,P002,S002,5,800
O109072,09-07-2023,C0192,P003,S005,4,250
O109073,10-02-2023,C0097,P004,S003,1,400
O109074,16-10-2023,C0092,P002,S005,3,800
O109075,24-09-2023,C0335,P005,S003,5,150
O109076,18-03-2023,C0481,P001,S001,3,1200
O109077,15-06-2023,C0381,P006,S003,4,120
O109078,05-11-2023,C0137,P008,S004,3,60
O109079,04-10-2023,C0173,P008,S004,3,60
O109080,16-04-2023,C0214,P004,S004,3,400
O109081,07-09-2023,C0422,P005,S005,4,150
O109082,12-03-2023,C0127,P005,S003,3,150
O109083,15-07-2023,C0284,P002,S003,2,800
O109084,10-02-2023,C0475,P005,S005,4,150
O109085,11-06-2023,C0413,P004,S003,1,400
O109086,15-08-2023,C0316,P006,S005,3,120
O109087,08-05-2023,C0245,P008,S004,4,60
O109088,23-07-2023,C0378,P003,S005,3,250
O109089,14-03-2023,C0383,P002,S004,1,800
O109090,22-06-2023,C0370,P003,S001,1,250
O109091,18-09-2023,C0047,P007,S004,5,30
O109092,05-04-2023,C0382,P006,S003,2,120
O109093,13-05-2023,C0441,P006,S002,2,120
O109094,09-03-2023,C0347,P006,S002,2,120
O109095,25-02-2023,C0380,P007,S005,1,30
O109096,29-08-2023,C0082,P002,S005,2,800
O109097,26-11-2023,C0409,P003,S004,2,250
O109098,05-07-2023,C0004,P005,S001,1,150
O109099,13-11-2023,C0362,P004,S005,4,400
O109100,15-09-2023,C0164,P001,S005,5,1200
O109101,05-10-2023,C0426,P007,S004,4,30
O109102,15-05-2023,C0492,P006,S003,3,120
O109103,19-09-2023,C0041,P007,S003,4,30
O109104,04-12-2023,C0443,P007,S005,4,30
O109105,29-06-2023,C0008,P004,S003,1,400
O109106,12-04-2023,C0162,P005,S001,2,150
O109107,31-07-2023,C0379,P002,S001,1,800
O109108,08-07-2023,C0104,P004,S002,2,400
O109109,22-05-2023,C0488,P005,S003,1,150
O109110,31-08-2023,C0329,P001,S001,5,1200
O109111,08-08-2023,C0090,P001,S002,4,1200
O109112,08-07-2023,C0386,P003,S003,3,250
O109113,21-10-2023,C0331,P002,S003,1,800
O109114,01-07-2023,C0479,P001,S004,5,1200
O109115,10-04-2023,C0200,P007,S002,4,30
O109116,05-06-2023,C0399,P007,S004,2,30
O109117,19-05-2023,C0045,P002,S004,3,800
O109118,07-02-2023,C0032,P004,S001,1,400
O109119,29-03-2023,C0365,P005,S005,4,150
O109120,25-02-2023,C0319,P006,S005,2,120
O109121,07-01-2023,C0261,P005,S002,1,150
O109122,04-06-2023,C0367,P002,S002,5,800
O109123,30-12-2023,C0149,P004,S003,5,400
O109124,23-02-2023,C0484,P002,S002,1,800
O109125,09-09-2023,C0290,P007,S005,1,30
O109126,24-05-2023,C0217,P005,S002,3,150
O109127,26-06-2023,C0213,P003,S004,4,250
O109128,24-02-2023,C0113,P006,S001,3,120
O109129,19-07-2023,C0272,P005,S005,5,150
O109130,06-08-2023,C0252,P001,S003,2,1200
O109131,26-05-2023,C0197,P002,S001,1,800
O109132,10-10-2023,C0267,P006,S004,5,120
O109133,30-05-2023,C0213,P002,S005,5,800
O109134,07-05-2023,C0169,P007,S003,4,30
O109135,29-12-2023,C0455,P005,S003,7,150
O109136,02-07-2023,C0449,P004,S001,4,400
O109137,11-08-2023,C0353,P001,S004,1,1200
O109138,04-07-2023,C0332,P007,S001,1,30
O109139,13-07-2023,C0158,P004,S002,3,400
O109140,19-09-2023,C0316,P005,S003,5,150
O109141,26-12-2023,C0463,P001,S001,7,1200
O109142,16-02-2023,C0458,P008,S002,1,60
O109143,01-11-2023,C0071,P005,S004,3,150
O109144,17-10-2023,C0231,P004,S002,2,400
O109145,31-12-2023,C0485,P007,S004,6,30
O109146,24-12-2023,C0272,P006,S002,6,120
O109147,04-10-2023,C0022,P003,S005,1,250
O109148,11-07-2023,C0477,P008,S005,2,60
O109149,23-09-2023,C0405,P007,S002,3,30
O109150,02-04-2023,C0239,P003,S005,3,250
O109151,28-03-2023,C0449,P008,S004,2,60
O109152,20-12-2023,C0106,P005,S001,7,150
O109153,05-06-2023,C0249,P005,S005,3,150
O109154,13-02-2023,C0245,P003,S003,2,250
O109155,16-01-2023,C0232,P007,S003,2,30
O109156,24-08-2023,C0478,P007,S002,5,30
O109157,22-07-2023,C0292,P001,S001,2,1200
O109158,10-02-2023,C0075,P007,S005,4,30
O109159,12-12-2023,C0489,P007,S004,2,30
O109160,10-11-2023,C0103,P008,S005,4,60
O109161,10-09-2023,C0257,P001,S001,4,1200
O109162,15-03-2023,C0314,P001,S003,2,1200
O109163,20-05-2023,C0180,P002,S005,5,800
O109164,04-09-2023,C0281,P008,S001,2,60
O109165,23-04-2023,C0215,P007,S002,4,30
O109166,05-08-2023,C0475,P001,S003,1,1200
O109167,17-12-2023,C0243,P006,S001,5,120
O109168,13-12-2023,C0206,P008,S005,4,60
O109169,17-12-2023,C0487,P005,S003,3,150
O109170,02-03-2023,C0385,P007,S004,4,30
O109171,31-05-2023,C0190,P001,S004,2,1200
O109172,11-10-2023,C0370,P006,S003,2,120
O109173,03-11-2023,C0470,P006,S004,5,120
O109174,14-11-2023,C0190,P006,S001,6,120
O109175,18-02-2023,C0329,P002,S002,4,800
O109176,16-04-2023,C0025,P006,S005,2,120
O109177,14-04-2023,C0387,P004,S005,3,400
O109178,09-02-2023,C0441,P008,S002,4,60
O109179,18-11-2023,C0442,P005,S005,2,150
O109180,07-11-2023,C0198,P001,S005,4,1200
O109181,08-09-2023,C0299,P007,S002,3,30
O109182,02-05-2023,C0294,P005,S005,1,150
O109183,19-11-2023,C0187,P007,S002,4,30
O109184,24-09-2023,C0205,P001,S002,3,1200
O109185,11-04-2023,C0412,P001,S001,4,1200
O109186,27-08-2023,C0451,P008,S004,5,60
O109187,25-11-2023,C0360,P004,S004,3,400
O109188,08-01-2023,C0438,P004,S003,1,400
O109189,30-07-2023,C0031,P005,S004,3,150
O109190,29-04-2023,C0485,P007,S002,5,30
O109191,13-05-2023,C0410,P002,S001,3,800
O109192,23-02-2023,C0482,P003,S005,2,250
O109193,10-08-2023,C0075,P007,S003,1,30
O109194,11-05-2023,C0026,P008,S002,3,60
O109195,18-01-2023,C0374,P007,S001,1,30
O109196,05-07-2023,C0114,P007,S003,1,30
O109197,02-07-2023,C0257,P004,S001,2,400
O109198,29-05-2023,C0261,P005,S002,5,150
O109199,27-12-2023,C0354,P001,S001,5,1200
O109200,06-06-2023,C0172,P005,S003,3,150
O109201,25-09-2023,C0417,P008,S003,4,60
O109202,13-11-2023,C0251,P005,S005,5,150
O109203,04-10-2023,C0122,P007,S002,1,30
